,sig
REJECT_COUNT_-1 AMOUNT_TAX<=0.5 AMOUNT_TAX> 0.5 <11907.0,0.0
AMOUNT_TAX<=0.5 AMOUNT_TAX> 0.5 <11907.0 FIRST_COMPLETE_APP_TYPE_Mobile Web,0.0
AMOUNT_TAX<=0.5 AMOUNT_TAX> 0.5 <11907.0 COST_PER_CUST> 5.5844650268554687 <103.12427520751953,0.0
REJECT_COUNT_-1 REJECT_COUNT_1.0,0.0
REJECT_COUNT_-1 REJECT_COUNT_1.0 COST_PER_CUST> 5.5844650268554687 <103.12427520751953,0.0
AMOUNT_TAX<=0.5 AMOUNT_TAX> 0.5 <11907.0 REQUIRED_TAKE_FLAG,0.0
REJECT_COUNT_-1 REQUIRED_TAKE_FLAG^2,-0.00180021605907
REJECT_COUNT_-1 REQUIRED_TAKE_FLAG,-0.00180021605907
REJECT_COUNT_-1^2 REQUIRED_TAKE_FLAG,-0.00180021605907
REJECT_COUNT_1.0 REQUIRED_TAKE_FLAG,-0.0143681688458
REJECT_COUNT_1.0 REQUIRED_TAKE_FLAG^2,-0.0143681688458
REJECT_COUNT_1.0^2 REQUIRED_TAKE_FLAG,-0.0143681688458
REJECT_COUNT_-1 FIRST_COMPLETE_APP_TYPE_Mobile Web REQUIRED_TAKE_FLAG,-0.0203778355555
AMOUNT_TAX> 0.5 <11907.0^2 COST_PER_CUST> 5.5844650268554687 <103.12427520751953,-0.025836492627
AMOUNT_TAX> 0.5 <11907.0 COST_PER_CUST> 5.5844650268554687 <103.12427520751953^2,-0.025836492627
AMOUNT_TAX> 0.5 <11907.0 COST_PER_CUST> 5.5844650268554687 <103.12427520751953,-0.025836492627
REJECT_COUNT_1.0 AMOUNT_TOTAL_DEDUCTIONS>=6394.5 FIRST_COMPLETE_APP_TYPE_Mobile Web,-0.0265080753232
AMOUNT_TAX<=0.5 REFUND_TRANSFER_FLAG^2,-0.0318012166971
AMOUNT_TAX<=0.5^2 REFUND_TRANSFER_FLAG,-0.0318012166971
AMOUNT_TAX<=0.5 REFUND_TRANSFER_FLAG,-0.0318012166971
AMOUNT_TAX> 0.5 <11907.0 FIRST_COMPLETE_APP_TYPE_Mobile Web^2,-0.0336966798615
AMOUNT_TAX> 0.5 <11907.0 FIRST_COMPLETE_APP_TYPE_Mobile Web,-0.0336966798615
AMOUNT_TAX> 0.5 <11907.0^2 FIRST_COMPLETE_APP_TYPE_Mobile Web,-0.0336966798615
REFUND_TRANSFER_FLAG FIRST_COMPLETE_APP_TYPE_Mobile Web,-0.0498736580658
REFUND_TRANSFER_FLAG^2 FIRST_COMPLETE_APP_TYPE_Mobile Web,-0.0498736580658
REFUND_TRANSFER_FLAG FIRST_COMPLETE_APP_TYPE_Mobile Web^2,-0.0498736580658
REJECT_COUNT_-1 REFUND_TRANSFER_FLAG AMOUNT_TOTAL_DEDUCTIONS>=6394.5,-0.0528490619086
AMOUNT_TOTAL_DEDUCTIONS>=6394.5 FIRST_COMPLETE_APP_TYPE_Mobile Web REQUIRED_TAKE_FLAG,-0.0570207754824
REJECT_COUNT_-1 REFUND_TRANSFER_FLAG FIRST_COMPLETE_APP_TYPE_Mobile Web,-0.0590567707904
AMOUNT_TOTAL_DEDUCTIONS>=6394.5^2 FIRST_COMPLETE_APP_TYPE_Mobile Web,-0.0635998202941
